Time1,ECG,Time2,PPG
152.143,-50,113.049,-573
152.151,-36,113.055,-409
152.159,6,113.061,-383
152.167,57,113.066,-235
152.174,87,113.072,-103
152.182,108,113.078,3
152.19,103,113.083,-75
152.197,105,113.089,-73
152.205,124,113.095,-111
152.213,140,113.101,-344
152.221,156,113.106,-483
152.228,154,113.112,-565
152.236,154,113.118,-878
152.244,128,113.123,-1274
152.251,80,113.129,-1786
152.259,87,113.135,-2018
152.267,147,113.14,-2425
152.274,356,113.146,-2628
152.282,686,113.152,-3079
152.29,672,113.157,-3470
152.297,-6,113.163,-3739
152.305,-658,113.169,-4200
152.313,-465,113.174,-4595
152.321,-59,113.18,-4728
152.328,-119,113.187,-5024
152.336,-168,113.193,-5280
152.344,-41,113.199,-5629
152.351,-13,113.204,-5794
152.359,-18,113.21,-5979
152.367,-4,113.216,-5989
152.374,-59,113.221,-6037
152.382,-108,113.227,-6175
152.39,-62,113.233,-6267
152.397,11,113.238,-6248
152.405,29,113.244,-6191
152.413,23,113.25,-6214
152.421,34,113.255,-6027
152.428,52,113.261,-6067
152.436,108,113.267,-5932
152.444,165,113.272,-5866
152.451,177,113.278,-5741
152.459,142,113.284,-5528
152.467,48,113.289,-5432
152.474,4,113.295,-5215
152.482,23,113.301,-5051
152.49,-39,113.306,-4863
152.497,-122,113.312,-4703
152.505,-156,113.318,-4693
152.513,-179,113.324,-4561
152.521,-188,113.329,-4488
152.528,-188,113.335,-4269
152.536,-184,113.341,-4060
152.544,-195,113.346,-3976
152.551,-234,113.352,-3996
152.559,-232,113.358,-3886
152.567,-198,113.363,-3622
152.574,-161,113.369,-3478
152.582,-126,113.375,-3524
152.59,-124,113.38,-3399
152.597,-149,113.386,-3320
152.605,-163,113.392,-3212
152.613,-122,113.397,-3172
152.621,-62,113.403,-3223
152.628,-43,113.409,-3157
152.636,-50,113.414,-3013
152.644,-117,113.42,-3111
152.651,-168,113.426,-2911
152.659,-101,113.431,-3028
152.667,-46,113.437,-2922
152.674,-27,113.443,-2842
152.682,-4,113.449,-2814
152.69,-6,113.454,-2656
152.697,16,113.46,-2640
152.705,71,113.467,-2519
152.713,115,113.472,-2451
152.721,149,113.478,-2470
152.728,142,113.484,-2219
152.736,92,113.49,-2311
152.744,46,113.495,-2226
152.751,64,113.501,-2035
152.759,124,113.507,-1835
152.767,135,113.512,-1834
152.775,117,113.518,-1727
152.782,89,113.524,-1691
152.79,59,113.529,-1591
152.798,140,113.535,-1330
152.805,437,113.541,-1190
152.813,861,113.546,-1063
152.821,829,113.552,-955
152.828,-29,113.558,-849
152.836,-672,113.563,-781
152.844,-363,113.569,-649
152.851,-27,113.575,-502
152.859,-96,113.58,-531
152.867,-126,113.586,-458
152.875,-128,113.592,-690
152.882,-207,113.597,-805
152.89,-188,113.603,-900
152.898,-89,113.609,-1311
152.905,-73,113.615,-1544
152.913,-89,113.62,-1864
152.921,-57,113.626,-2215
152.928,-25,113.632,-2631
152.936,23,113.637,-3042
152.944,73,113.643,-3235
152.951,62,113.649,-3731
152.959,0,113.654,-4085
152.967,-36,113.66,-4399
152.975,6,113.666,-4644
152.982,25,113.671,-5046
152.99,-6,113.677,-5422
152.998,11,113.683,-5616
153.005,-6,113.688,-5804
153.013,-73,113.694,-5997
153.021,-69,113.7,-6389
153.028,-73,113.705,-6458
153.036,-105,113.712,-6496
153.044,-124,113.718,-6652
153.051,-168,113.724,-6772
153.059,-200,113.729,-6817
153.067,-211,113.735,-6718
153.075,-198,113.741,-6708
153.082,-184,113.747,-6586
153.09,-195,113.752,-6552
153.098,-200,113.758,-6523
153.105,-198,113.764,-6447
153.113,-179,113.769,-6339
153.121,-131,113.775,-6105
153.128,-135,113.781,-5990
153.136,-193,113.786,-5787
153.144,-246,113.792,-5768
153.151,-232,113.798,-5515
153.159,-172,113.803,-5368
153.167,-140,113.809,-5133
153.175,-112,113.815,-4894
153.182,-87,113.82,-4863
153.19,-92,113.826,-4779
153.198,-66,113.832,-4593
153.205,-32,113.837,-4438
153.213,2,113.843,-4219
153.221,50,113.849,-4109
153.228,39,113.854,-4041
153.236,13,113.86,-4012
153.244,29,113.866,-3876
153.251,55,113.872,-3783
153.259,80,113.877,-3834
153.267,78,113.883,-3733
153.275,66,113.889,-3649
153.282,80,113.894,-3468
153.29,85,113.9,-3583
153.298,108,113.906,-3415
153.306,124,113.911,-3420
153.313,66,113.917,-3487
153.321,-29,113.923,-3433
153.329,13,113.928,-3290
153.336,363,113.934,-3189
153.344,785,113.94,-3243
153.352,670,113.945,-3034
153.359,-112,113.951,-2927
153.367,-584,113.957,-2918
153.375,-253,113.962,-2896
153.382,-78,113.968,-2833
153.39,-274,113.974,-2723
153.398,-221,113.981,-2631
153.406,-117,113.986,-2512
153.413,-170,113.992,-2390
153.421,-142,113.998,-2428
153.429,-80,114.003,-2262
153.436,-59,114.009,-2279
153.444,-23,114.015,-2000
153.452,4,114.021,-2024
153.459,32,114.026,-1748
153.467,43,114.032,-1610
153.475,23,114.038,-1583
153.482,0,114.043,-1235
153.49,-11,114.049,-1254
153.498,-41,114.055,-1072
153.506,-76,114.06,-1071
153.513,-36,114.066,-941
153.521,18,114.072,-853
153.529,27,114.077,-740
153.536,57,114.083,-843
153.544,52,114.089,-964
153.552,6,114.094,-1064
153.559,4,114.1,-1073
153.567,-39,114.106,-1180
153.575,-105,114.111,-1413
153.582,-124,114.117,-1781
153.59,-154,114.123,-2145
153.598,-175,114.128,-2621
153.606,-179,114.134,-2706
153.613,-191,114.14,-3035
153.621,-177,114.146,-3440
153.629,-168,114.151,-3839
153.636,-158,114.157,-4195
153.644,-133,114.163,-4394
153.652,-119,114.168,-4782
153.659,-115,114.174,-4788
153.667,-131,114.18,-5218
153.675,-168,114.185,-5247
153.682,-204,114.191,-5561
153.69,-193,114.197,-5599
153.698,-138,114.202,-5647
153.706,-126,114.208,-5936
153.713,-126,114.214,-5969
153.721,-110,114.219,-6005
153.729,-126,114.226,-5843
153.736,-101,114.232,-5943
153.744,-43,114.238,-5859
153.752,-23,114.244,-5826
153.759,2,114.249,-5660
153.767,20,114.255,-5372
153.775,32,114.261,-5386
153.782,66,114.266,-5190
153.79,73,114.272,-4981
153.798,66,114.278,-4872
153.806,64,114.283,-4594
153.813,71,114.289,-4400
153.821,99,114.295,-4234
153.829,119,114.3,-4106
153.836,133,114.306,-3871
153.844,99,114.312,-3685
153.852,27,114.317,-3640
153.86,96,114.323,-3394
153.867,444,114.329,-3394
153.875,817,114.334,-3127
153.883,513,114.34,-3108
153.89,-389,114.346,-2942
153.898,-688,114.351,-2944
153.906,-292,114.357,-2742
153.913,-175,114.363,-2668
153.921,-299,114.369,-2747
153.929,-257,114.374,-2411
153.936,-191,114.38,-2416
153.944,-214,114.386,-2320
153.952,-204,114.391,-2264
153.96,-145,114.397,-2215
153.967,-156,114.403,-2259
153.975,-186,114.408,-2331
153.983,-154,114.414,-2309
153.99,-131,114.42,-2219
153.998,-103,114.425,-2170
154.006,-55,114.431,-2163
154.013,-4,114.437,-2073
154.021,27,114.442,-2058
154.029,4,114.448,-2099
154.036,-36,114.454,-2012
154.044,-62,114.459,-2002
154.052,-32,114.465,-1880
154.06,41,114.471,-1790
154.067,59,114.476,-1714
154.075,50,114.482,-1671
154.083,32,114.488,-1554
154.09,-9,114.494,-1582
154.098,-25,114.5,-1380
154.106,-69,114.506,-1280
154.113,-126,114.512,-1213
154.121,-156,114.517,-1055
154.129,-198,114.523,-996
154.136,-207,114.529,-898
154.144,-179,114.535,-791
154.152,-163,114.54,-745
154.16,-145,114.546,-665
154.167,-156,114.552,-584
154.175,-165,114.557,-457
154.183,-131,114.563,-375
154.19,-101,114.569,-390
154.198,-80,114.574,-360
154.206,-94,114.58,-534
154.213,-140,114.586,-758
154.221,-154,114.591,-922
154.229,-119,114.597,-1102
154.236,-66,114.603,-1408
154.244,-32,114.608,-1801
154.252,-20,114.614,-2088
154.26,-50,114.62,-2647
154.267,-122,114.625,-2869
154.275,-94,114.631,-3363
154.283,-4,114.637,-3867
154.29,27,114.642,-4318
154.298,52,114.648,-4728
154.306,55,114.654,-5099
154.313,36,114.66,-5535
154.321,64,114.665,-5722
154.329,87,114.671,-6208
154.336,108,114.677,-6551
154.344,128,114.682,-6615
154.352,112,114.688,-6828
154.36,117,114.694,-6997
154.367,142,114.699,-7175
154.375,145,114.705,-7175
154.383,152,114.711,-7359
154.39,283,114.716,-7480
154.398,603,114.722,-7476
154.406,815,114.728,-7508
154.414,423,114.733,-7278
154.421,-274,114.739,-7313
154.429,-315,114.746,-7343
154.437,92,114.752,-7301
154.444,69,114.758,-7033
154.452,-133,114.763,-6849
154.46,-105,114.769,-6890
154.467,-101,114.775,-6567
154.475,-124,114.78,-6434
154.483,-87,114.786,-6188
154.491,-99,114.792,-6106
154.498,-89,114.797,-5819
154.506,-32,114.803,-5577
154.514,16,114.809,-5427
154.521,48,114.814,-5341
154.529,18,114.82,-5227
154.537,-43,114.826,-5082
154.544,-34,114.831,-4994
154.552,23,114.837,-4895
154.56,64,114.843,-4734
154.567,80,114.848,-4732
154.575,52,114.854,-4573
154.583,-18,114.86,-4374
154.591,-27,114.866,-4401
154.598,57,114.871,-4260
154.606,94,114.877,-4249
154.614,80,114.883,-4186
154.621,39,114.888,-4193
154.629,-46,114.894,-4108
154.637,-105,114.9,-3951
154.644,-140,114.905,-3889
154.652,-170,114.911,-3900
154.66,-175,114.917,-3747
154.667,-214,114.922,-3786
154.675,-253,114.928,-3585
154.683,-228,114.934,-3502
154.691,-195,114.939,-3486
154.698,-181,114.945,-3410
154.706,-223,114.951,-3385
154.714,-280,114.956,-3176
154.721,-274,114.962,-3156
154.729,-244,114.968,-3110
154.737,-221,114.973,-2975
154.744,-202,114.979,-2970
154.752,-211,114.985,-2830
154.76,-255,114.991,-2745
154.767,-290,114.996,-2432
154.775,-234,115.002,-2378
154.783,-161,115.008,-2318
154.791,-135,115.013,-2109
154.798,-103,115.019,-2098
154.806,-89,115.025,-1932
154.814,-87,115.031,-1608
154.821,-39,115.037,-1571
154.829,6,115.043,-1396
154.837,39,115.049,-1379
154.844,41,115.054,-1338
154.852,11,115.06,-1215
154.86,11,115.066,-1336
154.867,36,115.071,-1402
154.875,76,115.077,-1526
154.883,112,115.083,-1699
154.891,110,115.088,-2040
154.898,29,115.094,-2284
154.906,-103,115.1,-2743
154.914,-71,115.105,-2921
154.921,267,115.111,-3463
154.929,707,115.117,-3862
154.937,718,115.122,-4395
154.944,-57,115.128,-4759
154.952,-736,115.134,-5117
154.96,-458,115.139,-5550
154.967,-62,115.145,-5914
154.975,-119,115.151,-6216
154.983,-168,115.156,-6449
154.991,-131,115.162,-6845
154.998,-140,115.168,-7175
155.006,-133,115.174,-7404
155.014,-82,115.179,-7507
155.022,-66,115.185,-7726
155.029,-131,115.191,-7747
155.037,-152,115.196,-7975
155.045,-108,115.202,-7957
155.052,-71,115.208,-8118
155.06,-20,115.213,-8073
155.068,9,115.219,-8234
155.075,27,115.225,-8021
155.083,52,115.23,-7965
155.091,57,115.236,-7885
155.098,85,115.242,-7725
155.106,128,115.247,-7821
155.114,124,115.253,-7559
155.122,76,115.259,-7469
155.129,57,115.264,-7161
155.137,99,115.271,-7087
155.145,103,115.277,-6861
155.152,50,115.283,-6775
155.16,2,115.288,-6378
155.168,-66,115.294,-6278
155.175,-140,115.3,-6055
155.183,-179,115.306,-5739
155.191,-214,115.311,-5685
155.198,-260,115.317,-5384
155.206,-313,115.323,-5437
155.214,-306,115.328,-5226
155.222,-262,115.334,-4991
155.229,-264,115.34,-4896
155.237,-237,115.345,-4811
155.245,-188,115.351,-4702
155.252,-188,115.357,-4460
155.26,-170,115.362,-4562
155.268,-145,115.368,-4484
155.275,-147,115.374,-4361
155.283,-126,115.379,-4402
155.291,-115,115.385,-4236
155.298,-161,115.391,-4207
155.306,-202,115.396,-4087
155.314,-163,115.402,-3990
155.322,-119,115.408,-3903
155.329,-110,115.413,-3735
155.337,-55,115.419,-3744
155.345,-18,115.425,-3414
155.352,-16,115.431,-3518
155.36,20,115.436,-3442
155.368,34,115.442,-3436
155.375,39,115.448,-3161
155.383,55,115.453,-3083
155.391,18,115.459,-3039
155.398,-50,115.465,-2888
155.406,-108,115.47,-2719
155.414,-101,115.476,-2541
155.422,-50,115.482,-2492
155.429,-55,115.487,-2413
155.437,-80,115.493,-2185
155.445,-39,115.499,-2111
155.452,232,115.504,-1795
155.46,702,115.51,-1707
155.468,713,115.516,-1668
155.475,-80,115.521,-1431
155.483,-642,115.527,-1248
155.491,-260,115.534,-1068
155.498,117,115.54,-922
155.506,4,115.545,-768
155.514,-43,115.551,-745
155.522,-27,115.557,-878
155.529,-117,115.562,-803
155.537,-92,115.568,-1011
155.545,-11,115.574,-1155
155.552,-25,115.579,-1513
155.56,-11,115.585,-1687
155.568,20,115.591,-2170
155.576,41,115.597,-2491
155.583,85,115.602,-2959
155.591,115,115.608,-3358
155.599,135,115.614,-3813
155.606,128,115.619,-4284
155.614,80,115.625,-4701
155.622,57,115.631,-4994
155.629,78,115.636,-5529
155.637,122,115.642,-5994
155.645,138,115.648,-6301
155.652,117,115.653,-6759
155.66,87,115.659,-6915
155.668,64,115.665,-7373
155.676,80,115.67,-7548
155.683,41,115.676,-7779
155.691,-96,115.682,-8016
155.699,-207,115.687,-8206
155.706,-267,115.693,-8184
155.714,-287,115.699,-8292
155.722,-269,115.704,-8364
155.729,-274,115.71,-8404
155.737,-278,115.716,-8386
155.745,-274,115.722,-8301
155.752,-262,115.727,-8284
155.76,-214,115.733,-8056
155.768,-177,115.739,-8069
155.776,-152,115.744,-7842
155.783,-135,115.75,-7648
155.791,-140,115.756,-7510
155.799,-124,115.761,-7314
155.806,-105,115.767,-7003
155.814,-82,115.774,-6649
155.822,-43,115.78,-6513
155.829,-57,115.785,-6245
155.837,-119,115.791,-6023
155.845,-165,115.797,-5777
155.852,-138,115.802,-5499
155.86,-64,115.808,-5271
155.868,-34,115.814,-5153
155.876,-20,115.819,-4961
155.883,0,115.825,-4644
155.891,-2,115.831,-4458
155.899,-39,115.836,-4295
155.906,-105,115.842,-4073
155.914,-115,115.848,-3999
155.922,-89,115.853,-3731
155.929,-115,115.859,-3595
155.937,-128,115.865,-3416
155.945,-119,115.871,-3547
155.952,-89,115.876,-3301
155.96,-50,115.882,-3222
155.968,-69,115.888,-3115
155.976,9,115.893,-3065
155.983,377,115.899,-2999
155.991,812,115.905,-2724
155.999,739,115.91,-2676
156.006,-6,115.916,-2491
156.014,-485,115.922,-2453
156.022,-193,115.927,-2358
156.029,48,115.933,-2215
156.037,-25,115.939,-2093
156.045,-23,115.944,-1991
156.052,2,115.95,-1832
156.06,-32,115.956,-1797
156.068,-36,115.961,-1466
156.076,20,115.967,-1362
156.083,64,115.973,-1359
156.091,80,115.978,-1186
156.099,110,115.984,-962
156.106,99,115.99,-840
156.114,87,115.996,-564
156.122,140,116.001,-516
156.13,179,116.007,-350
156.137,211,116.013,-44
156.145,218,116.018,-86
156.153,135,116.024,208
156.16,69,116.031,341
156.168,96,116.037,575
156.176,145,116.042,726
156.183,131,116.048,841
156.191,57,116.054,1057
156.199,-9,116.059,1164
156.206,-62,116.065,1255
156.214,-89,116.071,1231
156.222,-103,116.076,1250
156.23,-154,116.082,1059
156.237,-225,116.088,988
156.245,-280,116.093,696
156.253,-292,116.099,427
156.26,-253,116.105,-27
156.268,-230,116.11,-380
156.276,-204,116.116,-805
156.283,-188,116.122,-1214
156.291,-214,116.127,-1620
156.299,-188,116.133,-2165
156.306,-135,116.139,-2624
156.314,-103,116.144,-2954
156.322,-66,116.15,-3444
156.33,-69,116.156,-3872
156.337,-96,116.162,-4288
156.345,-94,116.167,-4804
156.353,-50,116.173,-5144
156.36,0,116.179,-5379
156.368,13,116.184,-5717
156.376,18,116.19,-5937
156.383,18,116.196,-6210
156.391,18,116.201,-6351
156.399,11,116.207,-6536
156.406,-43,116.213,-6614
156.414,-41,116.218,-6678
156.422,18,116.224,-6809
156.43,-23,116.23,-6889
156.437,-69,116.235,-6873
156.445,-29,116.241,-6815
156.453,-2,116.247,-6627
156.46,-16,116.252,-6549
156.468,-87,116.258,-6492
156.476,-140,116.264,-6318
156.483,-99,116.271,-6220
156.491,-50,116.276,-6151
156.499,-34,116.282,-5821
156.506,-9,116.288,-5561
156.514,170,116.293,-5351
156.522,578,116.299,-5157
156.53,847,116.305,-4916
156.537,444,116.31,-4696
156.545,-278,116.316,-4413
156.553,-336,116.322,-4251
156.56,13,116.328,-4133
156.568,-4,116.333,-3966
156.576,-110,116.339,-3565
156.583,-36,116.345,-3425
156.591,-9,116.35,-3277
156.599,-18,116.356,-3048
156.606,-9,116.362,-3044
156.614,0,116.367,-2903
156.622,36,116.373,-2533
156.63,76,116.379,-2625
156.637,117,116.384,-2364
156.645,138,116.39,-2288
156.653,135,116.396,-2150
156.661,158,116.401,-1994
156.668,177,116.407,-1843
156.676,175,116.413,-1752
156.684,163,116.418,-1605
156.691,154,116.424,-1584
156.699,161,116.43,-1377
156.707,163,116.435,-1159
156.714,191,116.441,-1164
156.722,244,116.447,-1032
156.73,234,116.453,-814
156.737,108,116.458,-788
156.745,-69,116.464,-561
156.753,-135,116.47,-428
156.761,-138,116.475,-232
156.768,-204,116.481,-100
156.776,-241,116.487,38
156.784,-239,116.492,201
156.791,-271,116.498,272
156.799,-271,116.504,421
156.807,-241,116.509,498
156.814,-207,116.515,792
156.822,-172,116.522,972
156.83,-170,116.528,1247
156.837,-156,116.533,1368
156.845,-138,116.539,1513
156.853,-124,116.545,1722
156.861,-80,116.55,1898
156.868,-66,116.556,2186
156.876,-78,116.562,2353
156.884,-62,116.567,2401
156.891,-46,116.573,2515
156.899,-43,116.579,2634
156.907,-101,116.584,2801
156.914,-161,116.59,3076
156.922,-154,116.596,3217
156.93,-168,116.601,3320
156.937,-163,116.607,3357
156.945,-99,116.613,3554
156.953,-57,116.619,3616
156.961,-73,116.624,3839
156.968,-115,116.63,4019
156.976,-96,116.636,4210
156.984,-59,116.641,4315
156.991,-62,116.647,4398
156.999,-36,116.653,4401
157.007,-20,116.658,4354
157.014,-16,116.664,4301
157.022,20,116.67,4249
157.03,34,116.675,4008
157.037,50,116.681,3839
157.045,34,116.687,3487
157.053,4,116.692,3137
157.061,230,116.698,2664
157.068,693,116.704,2268
157.076,819,116.709,1781
157.084,209,116.715,1289
157.091,-409,116.721,639
157.099,-225,116.726,85
157.107,94,116.732,-405
157.114,0,116.738,-898
157.122,-48,116.744,-1349
157.13,39,116.749,-1803
157.137,55,116.755,-2207
157.145,36,116.762,-2567
157.153,73,116.767,-2955
157.161,110,116.773,-3253
157.168,59,116.779,-3581
157.176,23,116.784,-3718
157.184,55,116.79,-3840
157.191,73,116.796,-4114
157.199,101,116.802,-4346
157.207,138,116.807,-4339
157.214,156,116.813,-4605
157.222,172,116.819,-4635
157.23,135,116.824,-4767
157.238,87,116.83,-4615
157.245,110,116.836,-4563
157.253,156,116.841,-4525
157.261,165,116.847,-4566
157.268,145,116.853,-4385
157.276,122,116.858,-4414
157.284,99,116.864,-4130
157.291,55,116.87,-4111
157.299,9,116.875,-3747
157.307,-43,116.881,-3584
157.315,-94,116.887,-3294
157.322,-175,116.892,-2984
157.33,-267,116.898,-2860
157.338,-248,116.904,-2743
157.345,-209,116.909,-2365
157.353,-232,116.915,-2232
157.361,-214,116.921,-2090
157.368,-193,116.927,-1931
157.376,-177,116.932,-1803
157.384,-135,116.938,-1499
157.391,-108,116.944,-1420
157.399,-110,116.949,-1157
157.407,-195,116.955,-1095
157.415,-308,116.961,-978
157.422,-313,116.966,-837
157.43,-255,116.972,-763
157.438,-216,116.978,-620
157.445,-204,116.983,-446
157.453,-218,116.989,-275
157.461,-244,116.995,-127
157.468,-239,117.002,-137
157.476,-177,117.007,-94
157.484,-126,117.013,-64
157.491,-112,117.019,-23
157.499,-76,117.024,192
157.507,-46,117.03,274
157.515,-16,117.036,477
157.522,32,117.041,528
157.53,43,117.047,581
157.538,34,117.053,781
